Time Sampled,Die Temperature Present (C),Die Temperature Device Max, Die Temperature Device Min,Die Temperature Sampled Max,Die Temperature Sampled Min,Die Temperature Window Average,Die Temperature Window Max,Die Temperature Window Min,VCCINT Supply Present (V),VCCINT Supply Device Max,VCCINT Supply Device Min,VCCINT Supply Sampled Max,VCCINT Supply Sampled Min,VCCINT Supply Window Average,VCCINT Supply Window Max,VCCINT Supply Window Min,VCCAUX Supply Present (V),VCCAUX Supply Device Max,VCCAUX Device Min,VCCAUX Supply Sampled Max,VCCAUX Supply Sampled Min,VCCAUX Supply Window Average,VCCAUX Supply Window Max,VCCAUX Supply Window Min
2014.07.01 11:26:50, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:51, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.003,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:52, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:53, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:54, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.495,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:55, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:56, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:57, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:58, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:26:59, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.491,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:00, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.003,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:01, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.003,2.495,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:02, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.003,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:03, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.003,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:04, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.003,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:05, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.005,1.003,2.495,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:06, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.005,1.003,2.491,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:07, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:08, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:09, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:10, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:11, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:12, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:13, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:14, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.005,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:15, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.006,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:16, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:17, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.493,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:18, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.493,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:19, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:20, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.494,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:21, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.494,2.491,

2014.07.01 11:27:22, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.494,2.491,

2014.07.01 11:27:23, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.494,2.497,2.488,3.000,2.486,2.492,2.494,2.491,

2014.07.01 11:27:24, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.494,2.491,

2014.07.01 11:27:25, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.494,2.491,

2014.07.01 11:27:26, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.495,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:27, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:28, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:29, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:30, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.005,1.006,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:31, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.493,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:32, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:33, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:34, 84.5,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:35, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.493,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:36, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.495,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:37, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:38, 84.5,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:39, 84.5,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:40, 84.0,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:41, 84.0,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:42, 84.0,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.495,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:43, 84.0,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:44, 84.0,85.5,77.5,231.0,53.5,84.3,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.491,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:45, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:46, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:47, 84.0,85.5,77.5,231.0,53.5,84.2,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.492,2.497,2.488,3.000,2.486,2.492,2.495,2.491,

2014.07.01 11:27:48, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:49, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.005,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:50, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.493,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:51, 84.5,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.004,1.007,1.002,3.000,1.001,1.004,1.005,1.004,2.491,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

2014.07.01 11:27:52, 84.0,85.5,77.5,231.0,53.5,84.1,84.5,84.0,1.003,1.007,1.002,3.000,1.001,1.004,1.005,1.003,2.494,2.497,2.488,3.000,2.486,2.493,2.495,2.491,

